#       Tempo      Altitude       Vel rad     Vel theta    Vel lambda    Raio balão
  36.30000000 1020.31514466    4.78572338    0.00575568   -0.00097398    1.21884412
  36.40000000 1020.79370532    4.78548979    0.00575540   -0.00097402    1.21884990
  36.50000000 1021.27224261    4.78525619    0.00575512   -0.00097405    1.21885568
  36.60000000 1021.75075655    4.78502258    0.00575484   -0.00097409    1.21886146
  36.70000000 1022.22924712    4.78478896    0.00575456   -0.00097413    1.21886724
  36.80000000 1022.70771434    4.78455533    0.00575428   -0.00097417    1.21887302
  36.90000000 1023.18615819    4.78432169    0.00575401   -0.00097420    1.21887880
  37.00000000 1023.66457867    4.78408804    0.00575373   -0.00097424    1.21888458
  37.10000000 1024.14297579    4.78385438    0.00575345   -0.00097428    1.21889036
  37.20000000 1024.62134954    4.78362071    0.00575317   -0.00097431    1.21889614
  37.30000000 1025.09969993    4.78338703    0.00575289   -0.00097435    1.21890192
  37.40000000 1025.57802694    4.78315334    0.00575261   -0.00097439    1.21890770
  37.50000000 1026.05633059    4.78291964    0.00575233   -0.00097442    1.21891348
  37.60000000 1026.53461087    4.78268592    0.00575205   -0.00097446    1.21891926
  37.70000000 1027.01286777    4.78245220    0.00575177   -0.00097450    1.21892504
  37.80000000 1027.49110130    4.78221847    0.00575149   -0.00097453    1.21893082
  37.90000000 1027.96931146    4.78198472    0.00575121   -0.00097457    1.21893660
  38.00000000 1028.44749824    4.78175097    0.00575093   -0.00097461    1.21894238
  38.10000000 1028.92566164    4.78151720    0.00575065   -0.00097465    1.21894816
  38.20000000 1029.40380167    4.78128343    0.00575037   -0.00097468    1.21895394
  38.30000000 1029.88191832    4.78104964    0.00575009   -0.00097472    1.21895972
  38.40000000 1030.36001159    4.78081585    0.00574981   -0.00097476    1.21896550
  38.50000000 1030.83808148    4.78058204    0.00574953   -0.00097479    1.21897128
  38.60000000 1031.31612800    4.78034822    0.00574925   -0.00097483    1.21897705
  38.70000000 1031.79415112    4.78011440    0.00574897   -0.00097487    1.21898283
  38.80000000 1032.27215087    4.77988056    0.00574869   -0.00097490    1.21898861
  38.90000000 1032.75012723    4.77964671    0.00574841   -0.00097494    1.21899439
  39.00000000 1033.22808021    4.77941285    0.00574813   -0.00097498    1.21900017
  39.10000000 1033.70600979    4.77917898    0.00574785   -0.00097501    1.21900594
  39.20000000 1034.18391600    4.77894510    0.00574757   -0.00097505    1.21901172
  39.30000000 1034.66179881    4.77871121    0.00574729   -0.00097509    1.21901750
  39.40000000 1035.13965824    4.77847731    0.00574701   -0.00097513    1.21902328
  39.50000000 1035.61749427    4.77824340    0.00574673   -0.00097516    1.21902905
  39.60000000 1036.09530691    4.77800948    0.00574645   -0.00097520    1.21903483
  39.70000000 1036.57309616    4.77777555    0.00574617   -0.00097524    1.21904061
  39.80000000 1037.05086202    4.77754161    0.00574589   -0.00097527    1.21904638
  39.90000000 1037.52860448    4.77730765    0.00574561   -0.00097531    1.21905216
  40.00000000 1038.00632354    4.77707369    0.00574533   -0.00097535    1.21905794
  40.10000000 1038.48401921    4.77683972    0.00574505   -0.00097538    1.21906371
  40.20000000 1038.96169148    4.77660574    0.00574477   -0.00097542    1.21906949
  40.30000000 1039.43934035    4.77637174    0.00574449   -0.00097546    1.21907527
  40.40000000 1039.91696582    4.77613774    0.00574421   -0.00097549    1.21908104
  40.50000000 1040.39456789    4.77590372    0.00574393   -0.00097553    1.21908682
  40.60000000 1040.87214656    4.77566970    0.00574365   -0.00097557    1.21909260
  40.70000000 1041.34970183    4.77543566    0.00574337   -0.00097561    1.21909837
  40.80000000 1041.82723369    4.77520162    0.00574309   -0.00097564    1.21910415
  40.90000000 1042.30474214    4.77496756    0.00574281   -0.00097568    1.21910992
  41.00000000 1042.78222720    4.77473349    0.00574253   -0.00097572    1.21911570
  41.10000000 1043.25968884    4.77449941    0.00574225   -0.00097575    1.21912147
  41.20000000 1043.73712707    4.77426533    0.00574197   -0.00097579    1.21912725
  41.30000000 1044.21454190    4.77403123    0.00574169   -0.00097583    1.21913302
  41.40000000 1044.69193332    4.77379712    0.00574141   -0.00097586    1.21913880
  41.50000000 1045.16930132    4.77356300    0.00574113   -0.00097590    1.21914457
  41.60000000 1045.64664591    4.77332887    0.00574085   -0.00097594    1.21915035
  41.70000000 1046.12396709    4.77309473    0.00574057   -0.00097597    1.21915612
  41.80000000 1046.60126485    4.77286058    0.00574029   -0.00097601    1.21916190
  41.90000000 1047.07853920    4.77262642    0.00574000   -0.00097605    1.21916767
  42.00000000 1047.55579013    4.77239225    0.00573972   -0.00097609    1.21917344
  42.10000000 1048.03301764    4.77215807    0.00573944   -0.00097612    1.21917922
  42.20000000 1048.51022174    4.77192388    0.00573916   -0.00097616    1.21918499
  42.30000000 1048.98740241    4.77168967    0.00573888   -0.00097620    1.21919077
  42.40000000 1049.46455967    4.77145546    0.00573860   -0.00097623    1.21919654
  42.50000000 1049.94169350    4.77122124    0.00573832   -0.00097627    1.21920231
  42.60000000 1050.41880391    4.77098700    0.00573804   -0.00097631    1.21920809
  42.70000000 1050.89589089    4.77075276    0.00573776   -0.00097634    1.21921386
  42.80000000 1051.37295446    4.77051851    0.00573748   -0.00097638    1.21921963
  42.90000000 1051.84999459    4.77028424    0.00573720   -0.00097642    1.21922540
  43.00000000 1052.32701130    4.77004997    0.00573692   -0.00097645    1.21923118
  43.10000000 1052.80400458    4.76981568    0.00573664   -0.00097649    1.21923695
  43.20000000 1053.28097443    4.76958138    0.00573636   -0.00097653    1.21924272
  43.30000000 1053.75792085    4.76934708    0.00573608   -0.00097656    1.21924850
  43.40000000 1054.23484384    4.76911276    0.00573580   -0.00097660    1.21925427
  43.50000000 1054.71174340    4.76887843    0.00573552   -0.00097664    1.21926004
  43.60000000 1055.18861952    4.76864410    0.00573524   -0.00097668    1.21926581
  43.70000000 1055.66547221    4.76840975    0.00573496   -0.00097671    1.21927158
  43.80000000 1056.14230147    4.76817539    0.00573468   -0.00097675    1.21927736
  43.90000000 1056.61910728    4.76794102    0.00573440   -0.00097679    1.21928313
  44.00000000 1057.09588966    4.76770664    0.00573412   -0.00097682    1.21928890
  44.10000000 1057.57264860    4.76747225    0.00573383   -0.00097686    1.21929467
  44.20000000 1058.04938411    4.76723785    0.00573355   -0.00097690    1.21930044
  44.30000000 1058.52609617    4.76700344    0.00573327   -0.00097693    1.21930621
  44.40000000 1059.00278479    4.76676902    0.00573299   -0.00097697    1.21931198
  44.50000000 1059.47944997    4.76653459    0.00573271   -0.00097701    1.21931775
  44.60000000 1059.95609170    4.76630014    0.00573243   -0.00097704    1.21932352
  44.70000000 1060.43270999    4.76606569    0.00573215   -0.00097708    1.21932930
  44.80000000 1060.90930483    4.76583123    0.00573187   -0.00097712    1.21933507
  44.90000000 1061.38587623    4.76559676    0.00573159   -0.00097716    1.21934084
  45.00000000 1061.86242418    4.76536227    0.00573131   -0.00097719    1.21934661
  45.10000000 1062.33894868    4.76512778    0.00573103   -0.00097723    1.21935238
  45.20000000 1062.81544973    4.76489327    0.00573075   -0.00097727    1.21935815
  45.30000000 1063.29192733    4.76465876    0.00573047   -0.00097730    1.21936392
  45.40000000 1063.76838148    4.76442423    0.00573019   -0.00097734    1.21936969
  45.50000000 1064.24481217    4.76418970    0.00572991   -0.00097738    1.21937546
  45.60000000 1064.72121941    4.76395515    0.00572962   -0.00097741    1.21938123
  45.70000000 1065.19760320    4.76372060    0.00572934   -0.00097745    1.21938699
  45.80000000 1065.67396353    4.76348603    0.00572906   -0.00097749    1.21939276
  45.90000000 1066.15030040    4.76325145    0.00572878   -0.00097752    1.21939853
  46.00000000 1066.62661382    4.76301686    0.00572850   -0.00097756    1.21940430
  46.10000000 1067.10290377    4.76278227    0.00572822   -0.00097760    1.21941007
  46.20000000 1067.57917026    4.76254766    0.00572794   -0.00097763    1.21941584
  46.30000000 1068.05541330    4.76231304    0.00572766   -0.00097767    1.21942161
  46.40000000 1068.53163287    4.76207841    0.00572738   -0.00097771    1.21942738
  46.50000000 1069.00782897    4.76184377    0.00572710   -0.00097775    1.21943314
  46.60000000 1069.48400161    4.76160912    0.00572682   -0.00097778    1.21943891
  46.70000000 1069.96015079    4.76137446    0.00572653   -0.00097782    1.21944468
  46.80000000 1070.43627650    4.76113979    0.00572625   -0.00097786    1.21945045
  46.90000000 1070.91237875    4.76090511    0.00572597   -0.00097789    1.21945622
  47.00000000 1071.38845752    4.76067041    0.00572569   -0.00097793    1.21946198
  47.10000000 1071.86451282    4.76043571    0.00572541   -0.00097797    1.21946775
  47.20000000 1072.34054466    4.76020100    0.00572513   -0.00097800    1.21947352
  47.30000000 1072.81655302    4.75996628    0.00572485   -0.00097804    1.21947929
  47.40000000 1073.29253791    4.75973154    0.00572457   -0.00097808    1.21948505
  47.50000000 1073.76849932    4.75949680    0.00572429   -0.00097811    1.21949082
  47.60000000 1074.24443726    4.75926204    0.00572401   -0.00097815    1.21949659
  47.70000000 1074.72035173    4.75902728    0.00572372   -0.00097819    1.21950235
  47.80000000 1075.19624271    4.75879250    0.00572344   -0.00097823    1.21950812
  47.90000000 1075.67211022    4.75855772    0.00572316   -0.00097826    1.21951389
  48.00000000 1076.14795425    4.75832292    0.00572288   -0.00097830    1.21951965
  48.10000000 1076.62377480    4.75808812    0.00572260   -0.00097834    1.21952542
  48.20000000 1077.09957187    4.75785330    0.00572232   -0.00097837    1.21953119
  48.30000000 1077.57534546    4.75761847    0.00572204   -0.00097841    1.21953695
  48.40000000 1078.05109556    4.75738364    0.00572176   -0.00097845    1.21954272
  48.50000000 1078.52682218    4.75714879    0.00572148   -0.00097848    1.21954848
  48.60000000 1079.00252531    4.75691393    0.00572119   -0.00097852    1.21955425
  48.70000000 1079.47820496    4.75667906    0.00572091   -0.00097856    1.21956001
  48.80000000 1079.95386112    4.75644418    0.00572063   -0.00097859    1.21956578
  48.90000000 1080.42949379    4.75620929    0.00572035   -0.00097863    1.21957155
  49.00000000 1080.90510297    4.75597439    0.00572007   -0.00097867    1.21957731
  49.10000000 1081.38068866    4.75573948    0.00571979   -0.00097870    1.21958308
  49.20000000 1081.85625086    4.75550456    0.00571951   -0.00097874    1.21958884
  49.30000000 1082.33178957    4.75526963    0.00571923   -0.00097878    1.21959460
  49.40000000 1082.80730478    4.75503469    0.00571894   -0.00097882    1.21960037
  49.50000000 1083.28279650    4.75479973    0.00571866   -0.00097885    1.21960613
  49.60000000 1083.75826473    4.75456477    0.00571838   -0.00097889    1.21961190
  49.70000000 1084.23370945    4.75432980    0.00571810   -0.00097893    1.21961766
  49.80000000 1084.70913068    4.75409481    0.00571782   -0.00097896    1.21962343
  49.90000000 1085.18452841    4.75385982    0.00571754   -0.00097900    1.21962919
  50.00000000 1085.65990264    4.75362482    0.00571726   -0.00097904    1.21963495
  50.10000000 1086.13525337    4.75338980    0.00571698   -0.00097907    1.21964072
  50.20000000 1086.61058059    4.75315478    0.00571669   -0.00097911    1.21964648
  50.30000000 1087.08588432    4.75291974    0.00571641   -0.00097915    1.21965224
  50.40000000 1087.56116454    4.75268470    0.00571613   -0.00097918    1.21965801
  50.50000000 1088.03642125    4.75244964    0.00571585   -0.00097922    1.21966377
  50.60000000 1088.51165446    4.75221457    0.00571557   -0.00097926    1.21966953
  50.70000000 1088.98686416    4.75197950    0.00571529   -0.00097929    1.21967530
  50.80000000 1089.46205036    4.75174441    0.00571501   -0.00097933    1.21968106
  50.90000000 1089.93721304    4.75150931    0.00571472   -0.00097937    1.21968682
  51.00000000 1090.41235221    4.75127420    0.00571444   -0.00097941    1.21969258
  51.10000000 1090.88746787    4.75103908    0.00571416   -0.00097944    1.21969835
  51.20000000 1091.36256002    4.75080395    0.00571388   -0.00097948    1.21970411
  51.30000000 1091.83762866    4.75056881    0.00571360   -0.00097952    1.21970987
  51.40000000 1092.31267378    4.75033366    0.00571332   -0.00097955    1.21971563
  51.50000000 1092.78769539    4.75009850    0.00571304   -0.00097959    1.21972140
  51.60000000 1093.26269348    4.74986333    0.00571275   -0.00097963    1.21972716
  51.70000000 1093.73766805    4.74962815    0.00571247   -0.00097966    1.21973292
  51.80000000 1094.21261910    4.74939296    0.00571219   -0.00097970    1.21973868
  51.90000000 1094.68754664    4.74915776    0.00571191   -0.00097974    1.21974444
  52.00000000 1095.16245065    4.74892255    0.00571163   -0.00097977    1.21975020
  52.10000000 1095.63733114    4.74868732    0.00571135   -0.00097981    1.21975596
  52.20000000 1096.11218811    4.74845209    0.00571106   -0.00097985    1.21976172
  52.30000000 1096.58702155    4.74821685    0.00571078   -0.00097988    1.21976748
  52.40000000 1097.06183147    4.74798159    0.00571050   -0.00097992    1.21977325
  52.50000000 1097.53661787    4.74774633    0.00571022   -0.00097996    1.21977901
  52.60000000 1098.01138073    4.74751105    0.00570994   -0.00098000    1.21978477
  52.70000000 1098.48612007    4.74727577    0.00570966   -0.00098003    1.21979053
  52.80000000 1098.96083588    4.74704047    0.00570937   -0.00098007    1.21979629
  52.90000000 1099.43552816    4.74680516    0.00570909   -0.00098011    1.21980205
