    Raio_b        Beta
   1.63678459 13347276.28828747
   1.63707248 13348776.33251891
   1.63736045 13350278.19740159
   1.63764851 13351781.87946020
   1.63793664 13353287.37522233
   1.63822486 13354794.68121899
   1.63851317 13356303.79398437
   1.63880155 13357814.71005548
   1.63909002 13359327.42597309
   1.63937858 13360841.93828038
   1.63966721 13362358.24352440
   1.63995593 13363876.33825507
   1.64024474 13365396.21902541
   1.64053362 13366917.88239167
   1.64082259 13368441.32491327
   1.64111164 13369966.54315262
   1.64140078 13371493.53367573
   1.64169000 13373022.29305120
   1.64197930 13374552.81785104
   1.64226869 13376085.10465058
   1.64255816 13377619.15002783
   1.64284772 13379154.95056440
   1.64313735 13380692.50284483
   1.64342708 13382231.80345680
   1.64371688 13383772.84899118
   1.64400677 13385315.63604172
   1.64429674 13386860.16120574
   1.64458680 13388406.42108344
   1.64487694 13389954.41227811
   1.64516716 13391504.13139620
   1.64545747 13393055.57504732
   1.64574787 13394608.73984412
   1.64603834 13396163.62240243
   1.64632890 13397720.21934123
   1.64661955 13399278.52728254
   1.64691027 13400838.54285150
   1.64720109 13402400.26267631
   1.64749198 13403963.68338844
   1.64778296 13405528.80162227
   1.64807403 13407095.61401537
   1.64836518 13408664.11720844
   1.64865641 13410234.30784519
   1.64894773 13411806.18257248
   1.64923913 13413379.73804028
   1.64953062 13414954.97090161
   1.64982219 13416531.87781251
   1.65011384 13418110.45543228
   1.65040558 13419690.70042317
   1.65069741 13421272.60945047
   1.65098931 13422856.17918285
   1.65128131 13424441.40629156
   1.65157339 13426028.28745133
   1.65186555 13427616.81933977
   1.65215779 13429206.99863773
   1.65245013 13430798.82202871
   1.65274254 13432392.28619987
   1.65303504 13433987.38784110
   1.65332763 13435584.12364526
   1.65362030 13437182.49030852
   1.65391306 13438782.48452980
   1.65420590 13440384.10301160
   1.65449882 13441987.34245877
   1.65479183 13443592.19957978
   1.65508493 13445198.67108582
   1.65537811 13446806.75369130
   1.65567137 13448416.44411361
   1.65596472 13450027.73907314
   1.65625816 13451640.63529346
   1.65655168 13453255.12950099
   1.65684529 13454871.21842547
   1.65713898 13456488.89879895
   1.65743275 13458108.16735772
   1.65772661 13459729.02084007
   1.65802056 13461351.45598763
   1.65831459 13462975.46954515
   1.65860871 13464601.05826040
   1.65890291 13466228.21888399
   1.65919720 13467856.94816975
   1.65949158 13469487.24287446
   1.65978604 13471119.09975779
   1.66008058 13472752.51558260
   1.66037521 13474387.48711459
   1.66066993 13476024.01112283
   1.66096473 13477662.08437892
   1.66125962 13479301.70365749
   1.66155459 13480942.86573667
   1.66184965 13482585.56739706
   1.66214479 13484229.80542257
   1.66244002 13485875.57659996
   1.66273534 13487522.87771901
   1.66303074 13489171.70557248
   1.66332623 13490822.05695617
   1.66362180 13492473.92866872
   1.66391746 13494127.31751216
   1.66421321 13495782.22029087
   1.66450904 13497438.63381266
   1.66480496 13499096.55488819
   1.66510096 13500755.98033113
   1.66539705 13502416.90695809
   1.66569323 13504079.33158872
   1.66598949 13505743.25104535
   1.66628584 13507408.66215369
   1.66658227 13509075.56174221
   1.66687880 13510743.94664222
   1.66717540 13512413.81368842
   1.66747210 13514085.15971789
   1.66776888 13515757.98157103
   1.66806574 13517432.27609113
   1.66836270 13519108.04012442
   1.66865974 13520785.27052006
   1.66895686 13522463.96413016
   1.66925408 13524144.11780974
   1.66955138 13525825.72841691
   1.66984876 13527508.79281254
   1.67014624 13529193.30786055
   1.67044379 13530879.27042770
   1.67074144 13532566.67738385
   1.67103917 13534255.52560163
   1.67133699 13535945.81195665
   1.67163490 13537637.53332747
   1.67193289 13539330.68659557
   1.67223097 13541025.26864533
   1.67252914 13542721.27636406
   1.67282740 13544418.70664206
   1.67312574 13546117.55637239
   1.67342416 13547817.82245113
   1.67372268 13549519.50177743
   1.67402128 13551222.59125301
   1.67431997 13552927.08778272
   1.67461875 13554632.98827433
   1.67491761 13556340.28963831
   1.67521656 13558048.98878831
   1.67551560 13559759.08264069
   1.67581473 13561470.56811483
   1.67611394 13563183.44213287
   1.67641324 13564897.70162004
   1.67671263 13566613.34350408
   1.67701210 13568330.36471631
   1.67731167 13570048.76219015
   1.67761132 13571768.53286241
   1.67791106 13573489.67367258
   1.67821088 13575212.18156316
   1.67851079 13576936.05347942
   1.67881079 13578661.28636957
   1.67911088 13580387.87718472
   1.67941106 13582115.82287884
   1.67971132 13583845.12040849
   1.68001167 13585575.76673351
   1.68031211 13587307.75881666
   1.68061264 13589041.09362311
   1.68091326 13590775.76812118
   1.68121396 13592511.77928203
   1.68151475 13594249.12407971
   1.68181563 13595987.79949100
   1.68211660 13597727.80249565
   1.68241765 13599469.13007621
   1.68271879 13601211.77921812
   1.68302002 13602955.74690961
   1.68332134 13604701.03014180
   1.68362275 13606447.62590891
   1.68392425 13608195.53120723
   1.68422583 13609944.74303672
   1.68452750 13611695.25839984
   1.68482926 13613447.07430191
   1.68513111 13615200.18775103
   1.68543305 13616954.59575822
   1.68573508 13618710.29533719
   1.68603719 13620467.28350476
   1.68633939 13622225.55728034
   1.68664168 13623985.11368606
   1.68694406 13625745.94974738
   1.68724653 13627508.06249195
   1.68754909 13629271.44895057
   1.68785174 13631036.10615695
   1.68815447 13632802.03114728
   1.68845729 13634569.22096106
   1.68876021 13636337.67263981
   1.68906321 13638107.38322877
   1.68936630 13639878.34977543
   1.68966947 13641650.56933025
   1.68997274 13643424.03894627
   1.69027610 13645198.75567990
   1.69057954 13646974.71658963
   1.69088308 13648751.91873722
   1.69118670 13650530.35918705
   1.69149041 13652310.03500633
   1.69179421 13654090.94326505
   1.69209811 13655873.08103608
   1.69240209 13657656.44539492
   1.69270615 13659441.03341991
   1.69301031 13661226.84219223
   1.69331456 13663013.86879580
   1.69361890 13664802.11031729
   1.69392332 13666591.56384614
   1.69422784 13668382.22647470
   1.69453245 13670174.09529789
   1.69483714 13671967.16741352
   1.69514192 13673761.43992220
   1.69544680 13675556.90992717
   1.69575176 13677353.57453458
   1.69605681 13679151.43085321
   1.69636196 13680950.47599466
   1.69666719 13682750.70707348
   1.69697251 13684552.12120653
   1.69727792 13686354.71551395
   1.69758342 13688158.48711805
   1.69788902 13689963.43314436
   1.69819470 13691769.55072107
   1.69850047 13693576.83697898
   1.69880633 13695385.28905169
   1.69911228 13697194.90407552
   1.69941832 13699005.67918967
   1.69972445 13700817.61153579
   1.70003067 13702630.69825879
   1.70033698 13704444.93650561
   1.70064338 13706260.32342643
   1.70094988 13708076.85617400
   1.70125646 13709894.53190379
   1.70156313 13711713.34777404
   1.70186989 13713533.30094568
